ID,victim,gang,date,Victim Country,Victim sectors,NumberN/AofN/Aemployees,Sales,Ransom Currency,Ransom Paid
17886.0,Groupe Bayard,8base,2024-10-09,France,Media,705,$82.5M,,
17885.0,Volkswagen group,8base,2024-10-09,Germany,Industrial,684025,,,
17884.0,Island Grill,8base,2024-10-09,Jamaica,Services,772,<$5M,,
17883.0,ErgoFloor,8base,2024-10-09,Denmark,Retail,170,,,
17882.0,Hauschild Installationen,8base,2024-10-09,Austria,Industrial,25,$9.1M,,
17881.0,Evlox,8base,2024-10-09,Spain,Industrial,527,$8M,,
17880.0,Wild Apple Graphics,8base,2024-10-09,USA,Retail,31,$7.9M,,
17879.0,SCHUMAG AKTIENGESELLSCHAFT,8base,2024-10-09,Germany,Retail,574,$55.6M,,
17878.0,SOFPO (Exideuil),8base,2024-10-09,France,Unknown,,,,
17877.0,Barbados Gov ,pryx,2024-09-29,Barbados,Unknown,,,,
17876.0,Suntrust Properties,sarcoma,2024-10-09,Philippines,Construction,332,$12.5M,,
17875.0,March Elevator,sarcoma,2024-10-09,Canada,Retail,<25,<$5M,,
17874.0,Elevator One,sarcoma,2024-10-09,Canada,Construction,<10,,,
17873.0,The Plastic Bag,sarcoma,2024-10-09,Australia,Construction,<25,<$5M,,
17872.0,Costa Del Sol Hotels,sarcoma,2024-10-09,Kuwait,Services,744,$38.2M,,
17871.0,Navarra & Marzano,sarcoma,2024-10-09,Italy,Unknown,,,,
17870.0,Jumbo Electronics Qatar,sarcoma,2024-10-09,Qatar,Retail,769,$107.5M,,
17869.0,EasyPay,sarcoma,2024-10-09,Bermuda,Finance,123,$63.4M,,
17868.0,Curtidos Barbero,sarcoma,2024-10-09,Spain,Retail,39,$8.9M,,
17867.0,Lácteos Lorán,sarcoma,2024-10-09,Spain,Retail,<25,<$5M,,
17866.0,Road Distribution Services,sarcoma,2024-10-09,Australia,Transportation,<25,<$5M,,
17865.0,Advanced Accounting & Business Advisory,sarcoma,2024-10-09,New Zealand,Services,<25,<$5M,,
17864.0,Perfection Fresh,sarcoma,2024-10-09,Australia,Agriculture,1944,$263M,,
17863.0,EARTHWORKS Group,sarcoma,2024-10-09,USA,Construction,25,<$5M,,
17862.0,Gedco,sarcoma,2024-10-09,Canada,Retail,<25,<$5M,,
17861.0,The Roberts Family Law Firm,sarcoma,2024-10-09,USA,Public,<25,<$5M,,
17860.0,Smart Media Group Bulgaria,sarcoma,2024-10-09,Bulgaria,Unknown,<25,<$5M,,
17859.0,Gmg Mining Supplies,sarcoma,2024-10-09,South Africa,Industrial,66,<$5M,,
17858.0,Antenne Reunion Radio,sarcoma,2024-10-09,France,Entertainment,90,$14.1M,,
17857.0,InCare Technologies,sarcoma,2024-10-09,USA,Technology,91,$25.7M,,
17856.0,Rio Marine,sarcoma,2024-10-09,USA,Industrial,105,$19.4M,,
17855.0,Nora-Lindefrakt,sarcoma,2024-10-09,Sweden,Construction,77,$5M,,
17854.0,Ciclo Cairu,sarcoma,2024-10-09,Brazil,Technology,35,$7M,,
17853.0,Structure-flex,sarcoma,2024-10-09,UK,Industrial,84,$20.4M,,
17852.0,Nexus-Shinozaki,sarcoma,2024-10-09,Japan,Retail,<25,,,
17851.0,National Edging,sarcoma,2024-10-09,South Africa,Industrial,316,$12.3M,,
17850.0,Importadora Monterrey SRL,sarcoma,2024-10-09,Bolivia,Retail,329,$14.7M,,
17849.0,AHI Supply,sarcoma,2024-10-09,USA,Industrial,144,$27.9M,,
17848.0,Ferrer & Ojeda,sarcoma,2024-10-09,Spain,Finance,429,$23.1M,,
17847.0,ICS Nett,sarcoma,2024-10-09,USA,Finance,164,$30.2M,,
17846.0,CANEA ONE,meow,2024-10-09,USA,Technology,,,,
17844.0,FULTON,clop,2024-10-09,USA,Industrial,691,$237.6M,,
17843.0,"Orbit Software, Inc.",dragonforce,2024-10-09,USA,Technology,<25,<$5M,,
17842.0,tankstar,lynx,2024-10-09,USA,Transportation,900,$32.7M,,
17841.0,Universite Paris Sud,ransomhouse,2024-10-09,France,Public,522,$45.8M,,
17840.0,avans,killsec,2024-10-09,Mexico,Construction,75,$7.7M,,
17839.0,Eagle Recovery Associates,play,2024-10-08,USA,Services,26,$6.7M,,
17838.0,AnVa Industries,play,2024-10-08,Sweden,Retail,297,$51.2M,,
17837.0,Smoker's Choice,play,2024-10-08,USA,Retail,108,$24.7M,,
17836.0,Saratoga Liquor,play,2024-10-08,USA,Retail,32,$15.9M,,
17835.0,Accounting Resource Group,play,2024-10-08,USA,Services,<25,<$5M,,
17834.0,pingan,killsec,2024-10-08,China,Unknown,,,,
17833.0,Ambassador of Israel in Germany Emails,handala,2024-10-08,Israel,Public,,,,
17832.0,Aaren Scientific,play,2024-10-08,USA,Industrial,80,$26.2M,,
17831.0,AIUT,hunters,2024-10-08,Poland,Services,600,$146.2M,,
17830.0,okcabstract,ransomhub,2024-10-08,USA,Construction,74,$19.6M,,
17829.0,blalockcompanies,ransomhub,2024-10-08,USA,Construction,48,<$5M,,
17828.0,Trinity Wholesale Distributors Inc,meow,2024-10-08,USA,Retail,<25,$7.1M,,
17827.0,corporatejobbank,cactus,2024-10-08,USA,Services,100,$22.8M,,
17826.0,matki.co.uk,cactus,2024-10-08,UK,Industrial,82,$23M,,
17825.0,Blain Supply,lynx,2024-10-08,USA,Retail,1000,$211M,,
17824.0,Maxdream,meow,2024-10-08,Argentina,Services,<25,<$5M,,
17823.0,Sit & Sleep,lynx,2024-10-08,USA,Consumer,<25,$10.2M,,
17822.0,Advantage CDC,meow,2024-10-08,USA,Finance,<25,<$5M,,
17821.0,Davis Pickren Seydel and Sneed LLP,meow,2024-10-08,USA,Public,45,$8.7,,
17820.0,Accurate Railroad Construction Ltd,meow,2024-10-08,Canada,Construction,<25,$5.9M,,
17819.0,Max Shop,handala,2024-10-08,Israel,Retail,<50,,,
17818.0,nspproteins,ransomhub,2024-10-08,USA,Retail,470,$110M,,
17817.0,trulysmall,ransomhub,2024-10-08,Canada,Services,,,,
17816.0,autodoc.pro,ransomhub,2024-10-08,Germany,Industrial,5000,,,
17815.0,healthyuturn.in,killsec,2024-10-08,India,Industrial,12000,,,
17813.0,premierpackaging,eldorado,2024-10-08,USA,Services,<25,$13.8M,,
17812.0,htetech,eldorado,2024-10-08,USA,Industrial,86,$19.7M,,
17811.0,goughconstruction,eldorado,2024-10-08,New Zealand,Construction,41,$10.8M,,
17810.0,fleetequipment,eldorado,2024-10-08,USA,Industrial,101,$25.3M,,
17809.0,auto-recyclers,eldorado,2024-10-08,Canada,Industrial,<25,<$5M,,
17808.0,atd-american,eldorado,2024-10-08,USA,Industrial,73,$6.9M,,
17807.0,allianceind,eldorado,2024-10-08,USA,Industrial,268,$12.1M,,
17806.0,avioesforza.it,eldorado,2024-10-08,Italy,Services,<25,,,
17804.0,totalelectronics,eldorado,2024-10-08,USA,Construction,<25,$6.2M,,
17802.0,Arelance Group,medusa,2024-10-08,Spain,Services,277,$50.7M,,
17801.0,Albany College of Pharmacy,medusa,2024-10-08,USA,Education,436,$49.9M,,
17799.0,The Superior Court of California,meow,2024-10-07,USA,Public,330,$44.5M,,
17798.0,Pearl Cohen,bianlian,2024-10-07,Israel,Public,297,$88.2M,,
17797.0,yassir,killsec,2024-10-07,Algeria,Technology,757,<$5M,,
17796.0,Broward Realty Corp,everest,2024-10-07,USA,Construction,<25,<$5M,,
17794.0,tpgagedcare,lockbit3,2024-10-06,Australia,Healthcare,<25,<$5M,,
17792.0,AOSense/NASA,stormous,2024-10-06,USA,Industrial,35,$24.9M,,
17791.0,lyra.officegroup.it,stormous,2024-10-06,Italy,Technology,<50,,,
17790.0,Power Torque Services,play,2024-10-05,USA,Energy,57,$16.4M,,
17789.0,seoulpi.io,killsec,2024-10-05,South Korea,Unknown,17,,,
17788.0,Creative Consumer Concepts,play,2024-10-06,USA,Unknown,42,$13.9M,,
17786.0,ravencm,ransomhub,2024-10-05,USA,Finance,31,$7.1M,,
17785.0,canstarrestorations,ransomhub,2024-10-05,Canada,Construction,371,$76M,,
17783.0,Ibermutuamur,hunters,2024-10-05,Spain,Finance,1833,$858.5M,,
17782.0,betterhalf.ai,killsec,2024-10-05,India,Media,75,$15.8M,,
17781.0,HARTSON-KENNEDY,clop,2024-10-05,USA,Retail,252,$40.2M,,
17780.0,BNBuilders,hunters,2024-10-05,USA,Construction,697,$156.8M,,
17779.0,omniboxx.nl,ransomhub,2024-10-05,Netherlands,Construction,,,,
17777.0,winwinza,ransomhub,2024-10-05,South Africa,Education,<25,<$5M,,
17776.0,Storck-Baugesellschaft mbH,incransom,2024-10-05,Germany,Entertainment,53,<$5M,,
17775.0,Wilmington Convention Center,play,2024-10-04,USA,Public,57,<$5M,,
17774.0,Guerriere & Halnon,play,2024-10-04,USA,Construction,27,$7.9M,,
17773.0,Markdom Plastic Products,play,2024-10-04,Canada,Industrial,72,$16.7M,,
17772.0,Pete's Road Service,play,2024-10-04,USA,Industrial,111,$27.2M,,
17771.0,C&L Ward,play,2024-10-04,USA,Construction,90,$18.6M,,
17770.0,kleberandassociates,ransomhub,2024-10-04,USA,Unknown,<25,<$5M,,
17769.0,releese.io,ransomhub,2024-10-04,Canada,Technology,<10,,,
17767.0,mullenwylie,ElDorado,2024-10-04,USA,Public,<25,<$5M,,
17766.0,GenPro Inc.,blacksuit,2024-10-04,USA,Transportation,418,$136.5M,,
17765.0,CopySmart ,ciphbit,2024-10-04,USA,Retail,<25,$6.1M,,
17764.0,Amplitude Laser,hunters,2024-10-04,France,Industrial,292,$65.1M,,
17763.0,TANYA Creations,akira,2024-10-04,USA,Retail,98,$71.1M,,
17762.0,Riley Gear Corporation,akira,2024-10-04,USA,Industrial,74,$17.8M,,
17761.0,GW Mechanical,hunters,2024-10-04,USA,Construction,54,$12.6M,,
17760.0,Dreyfuss + Blackford Architecture,hunters,2024-10-04,USA,Construction,44,$7.3M,,
17759.0,North American Breaker,akira,2024-10-04,USA,Technology,<25,<$5M,,
17758.0,Transtec SAS,orca,2024-10-04,Colombia,Finance,<25,<$5M,,
17757.0,enterpriseoutsourcing,ransomhub,2024-10-04,South Africa,Finance,303,$56M,,
17756.0,Fursan Travel,ransomhouse,2024-10-04,Saudi Arabia,Services,696,$133.4M,,
17755.0,Lyomark Pharma,dragonforce,2024-10-04,Germany,Industrial,<25,<$5M,,
17754.0,McGaughey & Keaney CPAs,qilin,2024-10-04,USA,Finance,<25,<$5M,,
17753.0,DPC DATA,qilin,2024-10-04,USA,Technology,85,$17.9M,,
17752.0,"Conductive Containers, Inc",cicada3301,2024-10-04,USA,Industrial,73,$21.9M,,
17751.0,bbgc.gov.bd,killsec,2024-10-04,Bangladesh,Media,658,,,
17750.0,Shin Bet,handala,2024-10-03,Israel,Public,26,$19M,,
17749.0,Barnes & Cohen,trinity,2024-10-03,USA,Public,<25,<$5M,,
17748.0,CobelPlast,hunters,2024-10-03,Belgium,Industrial,152,$12.1M,,
17747.0,Red Barrels,nitrogen,2024-10-03,Canada,Retail,<25,<$5M,,
17746.0,Rob Levine & Associates (roblevine),akira,2024-10-03,USA,Public,<25,<$5M,,
17745.0,TRC Worldwide Engineering (Trcww),akira,2024-10-03,USA,Construction,119,$90.3M,,
17744.0,LIFTING,clop,2024-10-03,USA,Industrial,500,$135.8M,,
17743.0,CaleyWray,hunters,2024-10-03,Canada,Public,27,<$5M,,
17742.0,Emerson,medusa,2024-10-03,USA,Services,67000,$17B,,
17740.0,Golden Age Nursing Home,rhysida,2024-10-03,USA,Industrial,96,,,
17736.0,rollxvans,ransomhub,2024-10-02,USA,Industrial,127,$23.9M,,
17735.0,ironmetals,ransomhub,2024-10-02,USA,Industrial,69,$14.4M,,
17734.0,domainindustries,ransomhub,2024-10-02,USA,Retail,112,$15.5M,,
17733.0,bypeterandpauls,ransomhub,2024-10-02,Canada,Services,377,$62M,,
17732.0,mccartycompany,ransomhub,2024-10-02,USA,Construction,154,$42.1M,,
17731.0,Branhaven Chrysler Dodge Jeep Ram,blacksuit,2024-10-02,USA,Industrial,29,$5.5M,,
17730.0,ETC Companies,akira,2024-10-02,USA,Construction,62,$5.8M,,
17729.0,Israel Prime Minister Emails,handala,2024-10-02,Israel,Public,<1000,,,
17728.0,Holmes & Brakel,akira,2024-10-02,Canada,Retail,112,$22.6M,,
17727.0,Forshey Prostok LLP,qilin,2024-10-02,USA,Public,<25,<$5M,,
17726.0,FoccoERP,trinity,2024-10-02,Brazil,Technology,220,,,
17725.0,Quantum Healthcare,incransom,2024-10-02,USA,Healthcare,132,$39.8M,,
17723.0,Acuity Advisor,stormous,2024-10-02,UK,Finance,<25,$5.2M,,
17721.0,Akromold,nitrogen,2024-10-01,Canada,Retail,<25,<$5M,,
17720.0,Labib Funk Associates,nitrogen,2024-10-01,USA,Construction,84,$16.6M,,
17719.0,Research Electronics International,nitrogen,2024-10-01,USA,Retail,71,$13.5M,,
17718.0,acuity.co.uk,stormous,2024-10-01,UK,Finance,<25,$5.2M,,
17717.0,marthamedeiros,madliberator,2024-10-01,Brazil,Retail,123,$26.5M,,
17716.0,aberdeenwa.gov,ElDorado,2024-10-01,USA,Public,<200,,,
17715.0,United Animal Health,qilin,2024-10-01,USA,Industrial,325,$500M,,
17714.0,ShoreMaster,akira,2024-10-01,USA,Retail,100,$24.6M,,
17713.0,Cascade Columbia Distribution,akira,2024-10-01,USA,Retail,83,$6.5M,,
17710.0,CSG Consultants,akira,2024-10-01,USA,Construction,460,$14.5M,,
17709.0,asobostudio,stormous,2024-10-01,France,Retail,247,$21M,,
17701.0,galab,cactus,2024-10-01,Germany,Services,255,$7.9M,,
17700.0,performance-therapies,qilin,2024-10-01,USA,Healthcare,<25,<$5M,,
17699.0,Corantioquia,meow,2024-10-01,Colombia,Public,453,$8.3M,,
17697.0,telehealthcenter.in,killsec,2024-10-01,India,Public,38,$5.7M,,
17696.0,howardcpas,ElDorado,2024-10-01,USA,Services,<25,<$5M,,
17695.0,bshsoft,ElDorado,2024-10-01,UAE,Services,43,$6.1M,,
17694.0,credihealth,killsec,2024-10-01,India,Healthcare,108,$12.7M,,
17692.0,verco.co.uk,threeam,2024-09-30,UK,Energy,65,$17.5M,,
17691.0,IDEALEASE INC,nitrogen,2024-09-30,USA,Retail,438,$103.5M,,
17690.0,Control Panels USA,nitrogen,2024-09-30,USA,Retail,78,$11.3M,,
17689.0,Spectrum Industries,nitrogen,2024-09-30,USA,Retail,356,$49.3M,,
17688.0,Magenta Photo Studio,nitrogen,2024-09-30,Canada,Services,55,$25.4M,,
17687.0,Brechbuhler Scales Inc,nitrogen,2024-09-30,USA,Services,270,$55.3M,,
17686.0,MDSi INC,nitrogen,2024-09-30,USA,Retail,222,$8.1M,,
17685.0,Travel Alberta,medusa,2024-09-30,Canada,Unknown,110,$61M,,
17684.0,carlile-group,threeam,2024-09-30,USA,Construction,<25,$5.2M,,
17683.0,sacredheart.southwark.sch,threeam,2024-09-30,UK,Unknown,,,,
17682.0,mctas,threeam,2024-09-30,Australia,Retail,<25,<$5M,,
17681.0,mnpl.sg,threeam,2024-09-30,Singapore,Retail,<25,<$5M,,
17680.0,itap.nacc.go.th,killsec,2024-09-30,Thailand,Public,,,,
17679.0,"BELL DATA, Inc",medusa,2024-09-30,Japan,Services,<25,<$5M,,
17678.0,Community Hospital of Anaconda,meow,2024-09-30,USA,Healthcare,96,$9.4M,,
17677.0,TOTVS,blackbyte,2024-09-30,Brazil,Retail,12954,$828.2M,,
17674.0,Lee Hoffoss Injury Lawyers,meow,2024-09-30,USA,Public,<25,<$5M,,
17673.0,decalesp,blacksuit,2024-09-30,Spain,Retail,<25,<$5M,,
17672.0,Plastics Plus,rhysida,2024-09-30,USA,Industrial,27,<$5M,,
17671.0,"Sub-Zero, Wolf, and Cove",medusa,2024-09-30,USA,Retail,2648,$728.1M,,
17670.0,Isola,medusa,2024-09-30,Norway,Services,1400,$322.9M,,
17669.0,"McAbee Construction, Inc",qilin,2024-09-30,USA,Construction,800,$212.5M,,
17668.0,Freshstart Credit Repair,meow,2024-09-30,USA,Services,<25,<$5M,,
17667.0,MacGillivray Law,meow,2024-09-30,Canada,Public,69,<$5M,,
17666.0,weisermemorialhospital,embargo,2024-09-30,USA,Healthcare,140,$18.8M,,
17665.0,porter.in,killsec,2024-09-30,India,Services,300,$63M,,
17664.0,poorvika,killsec,2024-09-29,India,Retail,269,$18.2M,,
17663.0,InteriorWorx Commercial Flooring,play,2024-09-29,USA,Construction,27,$5.1M,,
17662.0,Performance Food Centers,play,2024-09-29,USA,Retail,35,$6.7M,,
17661.0,Reutter,play,2024-09-29,Germany,Industrial,182,$22.2M,,
17660.0,G/S Solutions,play,2024-09-29,USA,Services,27,$8.5M,,
17659.0,"Condere Ip, Infracom Group",play,2024-09-29,Sweden,Services,90,$16M,,
17658.0,The Rubber Resources,play,2024-09-29,USA,Retail,48,<$5M,,
17657.0,Classic Business Products,play,2024-09-29,USA,Retail,<25,$5,,
17656.0,Garvey,play,2024-09-29,USA,Industrial,90,$19M,,
17655.0,DINAS Corp,incransom,2024-09-29,USA,Retail,71,$33.2M,,
17654.0,Divine Interprises INC,incransom,2024-09-29,USA,Transportation,58,$18.3M,,
17653.0,Andantex USA,play,2024-09-30,USA,Industrial,<25,<$5M,,
17652.0,Affirm Agency,play,2024-09-29,USA,Services,26,<$5M,,
17651.0,4B Components,play,2024-09-29,USA,Industrial,158,$22M,,
17650.0,Alvan Blanch,meow,2024-09-29,UK,Retail,99,$33.1M,,
17649.0,OffRoadAction,meow,2024-09-29,Belgium,Retail,<25,<$5M,,
17648.0,cdc-biodiversite.fr,blackout,2024-09-29,France,Services,,,,
17647.0,SaniRent,meow,2024-09-29,Mexico,Construction,338,$5.4M,,
17646.0,Moeller Door and Window,meow,2024-09-29,USA,Industrial,<25,<$5M,,
17645.0,markdom,ransomhub,2024-09-29,Canada,Industrial,72,$16.7M,,
17644.0,nfe.fazenda.gov,killsec,2024-09-29,Brazil,Public,,,,
17642.0,Soreq NRC,handala,2024-09-28,Israel,Services,68,,,
17641.0,Usina Coruripe,ransomhub,2024-09-28,Brazil,Energy,8000,$580M,,
17640.0,rockymountaingastro,ransomhub,2024-09-28,USA,Healthcare,193,$60.3M,,
17639.0,contegritygroup,ransomhub,2024-09-28,USA,Construction,<25,$5.1M,,
17638.0,Southern Fire Sprinkler,ciphbit,2024-09-28,USA,Construction,29,6.8M,,
17637.0,PipelBiz,ransomhub,2024-09-28,Israel,Services,30,<$5M,,
17635.0,Røros Hotell,medusa,2024-09-28,Norway,Services,66,$17.6M,,
17632.0,Direct Access Partners,incransom,2024-09-28,USA,Finance,120,$23.9M,,
17631.0,infina.vn,killsec,2024-09-27,Vietnam,Services,<200,,,
17629.0,gccustommetal,ElDorado,2024-09-27,Canada,Industrial,<25,<$5M,,
17628.0,actionfirepros,cactus,2024-09-27,USA,Construction,65,$17.4M,,
17627.0,Benny Gantz ,handala,2024-09-27,Israel,Public,,,,
17626.0,Xtera Communications,medusa,2024-09-27,UK,Services,103,$50.1M,,
17624.0,vbrlogistica,ransomhub,2024-09-27,Brazil,Services,262,$14.9M,,
17623.0,careco.se,ransomhub,2024-09-27,Sweden,Retail,,,,
17622.0,tokiwa-group.co.jp,ransomhub,2024-09-27,Japan,Unknown,33,$6.2M,,
17621.0,Law-taxes.pl,ransomhub,2024-09-27,Poland,Public,<25,<$5M,,
17620.0,Naniwa Pump Mfg,ransomhub,2024-09-27,Japan,Industrial,<25,$5.3M,,
17619.0,chcm,lockbit3,2024-09-26,USA,Construction,<25,<$5M,,
17618.0,kumhotire,lockbit3,2024-09-26,South Korea,Industrial,9591,$2.91B,,
17617.0,Zimmerman & Walsh,dragonforce,2024-09-26,USA,Public,<25,<$5M,,
17616.0,KGK Group,dragonforce,2024-09-26,Hong Kong,Retail,463,$23.4M,,
17615.0,Mile Hi Foods,play,2024-09-26,USA,Retail,327,$373M,,
17613.0,Te***************.net,cloak,2024-09-26,Italy,Unknown,,,,
17612.0,Shenango Area School District,rhysida,2024-09-26,USA,Education,54,$15.6M,,
17611.0,lolaliza ,blacksuit,2024-09-26,Belgium,Retail,664,$133.2M,,
17610.0,"Schäfer, dein Bäcker GmbH & Co. KG",akira,2024-09-26,Germany,Consumer,<25,<$5M,,
17606.0,tolsa,abyss,2024-09-26,Spain,Industrial,693,$439.5M,,
17600.0,Pennvet,cloak,2024-09-25,USA,Healthcare,138,$145.2M,,
17599.0,IP blue Software Solutions,medusa,2024-09-25,USA,Services,<25,<$5M,,
17598.0,Hairstore,medusa,2024-09-25,Norway,Retail,<25,<$5M,,
17597.0,Concord Management Services,akira,2024-09-25,USA,Construction,83,$17.8M,,
17596.0,ATG Communications Group,akira,2024-09-25,Canada,Services,<25,$6M,,
17595.0,Luso Cuanza,qilin,2024-09-25,Portugal,Retail,<25,<$5M,,
17594.0,Lawrie Insurance Group,akira,2024-09-25,Canada,Finance,120,$112.2M,,
17593.0,amchar,cactus,2024-09-25,USA,Retail,60,$28.7M,,
17592.0,kjtait,cactus,2024-09-25,UK,Construction,98,$18.8M,,
17591.0,hindlegroup,cactus,2024-09-25,UK,Retail,50,$30.6M,,
17588.0,triverus,lynx,2024-09-25,USA,Industrial,<25,$7.1M,,
17586.0,Menninger Clinic,blacksuit,2024-09-24,USA,Healthcare,200,,,
17585.0,libraries.delaware.gov,ransomhub,2024-09-24,USA,Education,38,$8.8M,,
17584.0,Hughes Gill Cochrane Tinetti,cicada3301,2024-09-24,USA,Public,<25,$5.3M,,
17583.0,gsdwi,ransomhub,2024-09-25,USA,Education,,,,
17582.0,"John W. Brooker Co., CPAs",cicada3301,2024-09-24,USA,Services,<25,$6.1M,,
17580.0,PetEdge,play,2024-09-25,USA,Retail,326,$65.7M,,
17579.0,Cottle's Asphalt,blacksuit,2024-09-24,USA,Construction,66,$13.7M,,
17578.0,Israel defense minister ,handala,2024-09-24,Israel,Public,,,,
17577.0,Crown Mortgage Company,cicada3301,2024-09-24,USA,Finance,30,$11.9M,,
17576.0,First Choice Sales & Marketing Group (First Choice),bianlian,2024-09-24,USA,Finance,60,$15.2M,,
17575.0,Nova Sinseg,arcusmedia,2024-09-24,Brazil,Services,28,<$5M,,
17574.0,Solutii Sistemas,arcusmedia,2024-09-24,Brazil,Services,15,,,
17573.0,Partners Air,arcusmedia,2024-09-24,Brazil,Transportation,420,$89.9M,,
17572.0,Frigocenter,arcusmedia,2024-09-24,Brazil,Services,27,,,
17571.0,Model Engineering,cicada3301,2024-09-24,UAE,Retail,90,$24M,,
17570.0,Eurobulk,play,2024-09-23,Greece,Transportation,134,$19.7M,,
17569.0,datacampos,ElDorado,2024-09-23,Brazil,Retail,,,,
17568.0,cucinatagliani,ElDorado,2024-09-23,USA,Services,<25,<$5M,,
17567.0,cmclb,ElDorado,2024-09-23,Lebanon,Retail,144,$26.1M,,
17566.0,oleopalma.mx,lockbit3,2024-09-23,Mexico,Healthcare,33,$6.6M,,
17564.0,BroadGrain Commodities,play,2024-09-23,Canada,Agriculture,118,$79.3M,,
17563.0,tellurianinc,ransomhub,2024-09-23,USA,Transportation,168,$140.7M,,
17562.0,medicheck.io,killsec,2024-09-23,Belgium,Finance,<25,<$5M,,
17561.0,Benny Gantz,handala,2024-09-23,Israel,Public,,,,
17560.0,f-t,abyss,2024-09-23,USA,Media,2300,$513.7M,,
17559.0,"Kravit, Hovel & Krawczyk  SC",qilin,2024-09-23,UK,Public,<25,<$5M,,
17558.0,Bakpiliç Entegre Tavukçuluk AŞ,ransomhub,2024-09-23,Turkey,Retail,442,$64.7M,,
17557.0,Avi Resort & Casino,akira,2024-09-23,USA,Entertainment,272,$58.4M,,
17556.0,"DIamond Contracting, ",qilin,2024-09-23,USA,Construction,<25,<$5M,,
17555.0,ten8fire,cactus,2024-09-23,UK,Public,93,$24.6M,,
17554.0,Brown Bottling Group,akira,2024-09-23,USA,Services,246,$24.3M,,
17553.0,Fabrica Industrial Machinery & Equipment,trinity,2024-09-23,Argentina,Industrial,254,$59.2M,,
17552.0,Pureform Radiology Center,everest,2024-09-23,Canada,Healthcare,92,<5M,,
17551.0,Detroit Public TV,qilin,2024-09-23,USA,Media,125,$19.7M,,
17550.0,Idre Fjäll,akira,2024-09-23,Sweden,Unknown,337,$25M,,
17549.0,Graminex,dragonforce,2024-09-23,USA,Unknown,27,<$5M,,
17547.0,Canstar Restorations,qilin,2024-09-23,Canada,Construction,371,$76M,,
17546.0,hanwa.co.th,BrainCipher,2024-09-22,Thailand,Unknown,,,,
17545.0,Daughterly Care,rhysida,2024-09-22,Australia,Healthcare,301,$50.6M,,
17544.0,"Woodard , Hernandez , Roth & Day",qilin,2024-09-22,USA,Public,<25,<$5M,,
17543.0,savannahcandy,ransomhub,2024-09-21,USA,Services,850,,,
17541.0,Acho.io,ransomhub,2024-09-21,USA,Services,<25,<$5M,,
17539.0,Omega Industries,play,2024-09-20,USA,Transportation,200,$54.3M,,
17538.0,Pacific Coast Building Products,play,2024-09-20,USA,Finance,1100,$298.4M,,
17537.0,Thompson Construction Supply,play,2024-09-20,USA,Construction,<25,<$5M,,
17536.0,Noble Environmental,play,2024-09-21,USA,Energy,132,$24.9M,,
17535.0,Visionary Homes,incransom,2024-09-20,USA,Construction,137,$31.2M,,
17534.0,Messe C,play,2024-09-21,Denmark,Unknown,79,$23.6M,,
17533.0,Jackson Paper Manufacturing,play,2024-09-20,USA,Industrial,146,$31.9M,,
17532.0,Capital Printing,cicada3301,2024-09-20,USA,Services,96,$18.8M,,
17531.0,Juice Generation,fog,2024-09-20,USA,Retail,258,$60.6M,,
17530.0,KW Realty Group,qilin,2024-09-20,USA,Construction,187000,$191.6B,,
17529.0,virainsight,ransomhub,2024-09-20,USA,Retail,335,$52.6M,,
17528.0,River Region Cardiology Associates,bianlian,2024-09-20,USA,Healthcare,32,$6.9M,,
17527.0,Greene Acres Nursing Home,rhysida,2024-09-20,USA,Healthcare,172,$11M,,
17526.0,aroma.tr,ransomhub,2024-09-20,Turkey,Retail,737,$5.5M,,
17525.0,Wertachkliniken.de,cloak,2024-09-19,Germany,Healthcare,,,,
17520.0,a1mobilelock,ElDorado,2024-09-19,USA,Services,<25,<$5M,,
17518.0,patricksanderscompany,ElDorado,2024-09-19,USA,Services,<25,<$5M,,
17517.0,thinksimple,ElDorado,2024-09-19,USA,Construction,95,$20.1M,,
17516.0,pesprograms,ElDorado,2024-09-19,USA,Education,28,$5.2M,,
17515.0,palmfs,ElDorado,2024-09-19,USA,Services,352,$70.3M,,
17514.0,kennedyfunding,ElDorado,2024-09-19,USA,Finance,<25,$6.6M,,
17513.0,Wilson & Lafleur,medusa,2024-09-19,Canada,Retail,<25,$5.6M,,
17512.0,Fritzøe Engros AS,medusa,2024-09-19,Norway,Retail,59,$12.8M,,
17511.0,Sunrise Farms,fog,2024-09-19,Canada,Consumer,3200,$987.5M,,
17510.0,advbe,ransomhub,2024-09-19,France,Services,175,$59.5M,,
17509.0,rarholding,ransomhub,2024-09-19,UAE,Industrial,635,$157.8M,,
17508.0,Nusser Mineralöl GmbH,incransom,2024-09-19,Germany,Energy,<99,,,
17507.0,avl1,ransomhub,2024-09-19,USA,Retail,<25,<$5M,,
17506.0,libertyfirstcu,ransomhub,2024-09-19,USA,Finance,78,$18.5M,,
17504.0,tims,abyss,2024-09-19,USA,Healthcare,6466,$4.6B,,
17503.0,Structural Concepts,medusa,2024-09-19,USA,Construction,<25,<$5M,,
17501.0,paybito,lockbit3,2024-09-19,USA,Finance,80,$19.4M,,
17500.0,efile,lockbit3,2024-09-19,USA,Services,,,,
17499.0,yesmoke.eu,lockbit3,2024-09-19,Italy,Industrial,<25,$8.9M,,
17498.0,lakelandchamber,lockbit3,2024-09-19,USA,Healthcare,<25,<$5M,,
